,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__batch_size,param_model__callbacks__early_stopping__patience,param_model__lr,param_model__max_epochs,param_model__module__bidirectional,param_model__module__dropout,param_model__module__hidden_size,param_model__module__num_layers,param_model__module__readout_mode,param_model__optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,decimation_factor,model_type,gridsearch_hash,param_model__module__d_model,param_model__module__dim_feedforward,param_model__module__nhead,param_model__module__patch_size,param_model__module__channels,param_model__module__kernel_size,param_model__module__downsample,param_model__module__input_scaling,param_model__module__leak_rate,param_model__module__reservoir_size,param_model__module__spectral_radius
1162,3.958812713623047,0.7285502253989172,0.0268774032592773,0.0038360210772311,64,10,0.0002,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9626068376068376,0.8020833333333333,0.7869415807560137,0.8276533592989289,0.9617794486215538,0.8682129119233334,0.07783076222026,1,0.8645669291338582,0.9438218186976876,0.919415486055422,0.9492835595776772,0.8961251167133519,0.9146425820355992,0.0313836687642844,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,256.0,4.0,16.0,,,,,,,
1164,2.783728265762329,0.6190892259452657,0.0268774032592773,0.0031965905424531,64,10,0.0002,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9626068376068376,0.8416666666666667,0.7869415807560137,0.7944250871080138,0.943466172381835,0.8658212689038732,0.0738905164846299,2,0.8545348498104404,0.9535845117982932,0.9339200794946412,0.9212759730757974,0.8937927376735552,0.9114216303705456,0.0344321957291368,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,256.0,4.0,16.0,,,,,,,
1088,7.631234836578369,1.305821784605182,0.0284650802612304,0.0054504991634028,64,10,3e-05,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9816321175544476,0.8645276292335116,0.7524500907441016,0.805921052631579,0.9235588972431076,0.8656179574813496,0.0814718517822348,3,0.8574810606060606,0.9029649595687332,0.9063907657657656,0.9397671294223018,0.8704850746268658,0.8954177979979455,0.029000226226139,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
1334,3.6407113552093504,0.9292665386500576,0.0266775131225585,0.0019722215071908,128,10,0.0002,500,,0.25,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9816321175544476,0.8581711543588376,0.7524500907441016,0.805921052631579,0.9235588972431076,0.8643466625064147,0.0815285204951287,4,0.8459642162432833,0.8836495031616982,0.9398932749300376,0.9020824951625572,0.9233419465977606,0.8989862872190674,0.0326273604411058,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
1196,2.655047082901001,0.4600488810522862,0.0246704578399658,0.0030821237661051,64,10,0.0002,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9448963526633428,0.8581711543588376,0.7693452380952381,0.8276533592989289,0.921188630490956,0.8642509469814608,0.063449227170603,5,0.8545348498104404,0.9226408529971551,0.9257242582897032,0.934411163418797,0.8890867010859889,0.905279565120417,0.0296826036340192,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,384.0,4.0,16.0,,,,,,,
1112,3.7038113117218017,0.9254028890932297,0.0268780708312988,0.0039805975475918,64,10,0.0001,500,,0.1,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9626068376068376,0.8176486270327913,0.7693452380952381,0.8276533592989289,0.94181240063593,0.8638132925339452,0.075109194955882,6,0.8663212435233161,0.9274372686137392,0.8952605956471935,0.915945225622645,0.8548178426115163,0.8919564352036821,0.0278629043485764,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,256.0,4.0,16.0,,,,,,,
1244,9.802509212493897,1.2349337823587512,0.0264271259307861,0.0034480256886207,128,10,3e-05,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 3e-05, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 384, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9626068376068376,0.832967032967033,0.7693452380952381,0.805921052631579,0.94181240063593,0.8625305123873236,0.0762404279472103,7,0.8457552809884417,0.9208791208791208,0.9036680635314812,0.915945225622645,0.8848555303470647,0.8942206442737508,0.0272341048597963,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,384.0,4.0,16.0,,,,,,,
1330,3.485908794403076,0.6418972691657763,0.0261773109436035,0.0017640169900154,128,10,0.0002,500,,0.1,,3.0,,0.0001,"{'model__batch_size': 128, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 128, 'model__module__dim_feedforward': 256, 'model__module__dropout': 0.1, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9223085460599334,0.8645276292335116,0.7693452380952381,0.805921052631579,0.943466172381835,0.8611137276804193,0.0663416501579634,8,0.8414196490532369,0.904771375723463,0.9355263157894738,0.9250905040378724,0.9280711206896552,0.9069757930587402,0.0343242055190492,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,128.0,256.0,4.0,16.0,,,,,,,
1158,3.2207126140594484,0.7089371025990608,0.0262043952941894,0.0025076788916489,64,10,0.0002,500,,0.25,,3.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0002, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 3, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.9047619047619048,0.8581711543588376,0.7869415807560137,0.8276533592989289,0.9235588972431076,0.8602173792837586,0.0498604206387434,9,0.8344706911636046,0.9281524926686218,0.930082184099392,0.902536231884058,0.8972444581280787,0.8984972115887512,0.034624628744161,enmo_ai_jerk,6400,3,Transformer,b24ce2b4c8,96.0,128.0,4.0,16.0,,,,,,,
820,4.063398838043213,0.401019975597758,0.0248651504516601,0.0040770588020148,64,10,0.0001,500,,0.25,,2.0,,0.0001,"{'model__batch_size': 64, 'model__callbacks__early_stopping__patience': 10, 'model__lr': 0.0001, 'model__max_epochs': 500, 'model__module__d_model': 96, 'model__module__dim_feedforward': 128, 'model__module__dropout': 0.25, 'model__module__nhead': 4, 'model__module__num_layers': 2, 'model__module__patch_size': 16, 'model__optimizer__weight_decay': 0.0001}",0.8834628190899001,0.9208333333333334,0.7869415807560137,0.8001355013550135,0.90302066772655,0.858878780452162,0.0548032505054242,1,0.8485517073861911,0.9093670076726345,0.934473536036036,0.9170904607797812,0.8972444581280787,0.9013454340005442,0.0290300472954048,enmo_ai,6400,3,Transformer,b24ce2b4c8,96.0,128.0,4.0,16.0,,,,,,,
